brand,model,processor_brand,processor_model,processor_generation,processor_cores,processor_threads,cpu_base_clock_ghz,cpu_boost_clock_ghz,gpu_brand,gpu_model,gpu_memory_gb,ram_gb,ram_type,ram_speed_mhz,storage_type,storage_capacity_gb,screen_size_inches,screen_resolution,refresh_rate_hz,panel_type,touchscreen,operating_system,battery_capacity_wh,weight_kg,release_year,warranty_years,webcam_resolution,wifi_version,bluetooth_version,keyboard_backlit,fingerprint_sensor,price_rupees
LG,Gram SuperSlim 15,Intel,Core i5-13420H,13,8,12,2.1,4.6,NVIDIA,GeForce RTX 5050,8,8,DDR4,3200,SSD,256,15.6,2560x1440,165,IPS,No,Windows 11 Pro,55,1.62,2022,2,1080p,Wi-Fi 7,5.4,No,No,95990
Acer,Nitro V ANV15-41,AMD,Ryzen 5 7535HS,3,6,12,3.3,4.55,NVIDIA,GeForce RTX 3050,6,32,DDR5,5600,NVMe SSD,1024,14.0,2880x1800,120,OLED,No,Windows 11 Home,87,2.6,2022,2,720p,Wi-Fi 6E,5.3,Yes,No,132990
Acer,Aspire Go 14,AMD,Ryzen 5 7520U,3,4,8,2.8,4.3,AMD,Radeon 740M,0,16,DDR5,5200,SSD,1024,16.0,2560x1600,165,IPS,No,Windows 11 Home,75,2.72,2023,1,720p,Wi-Fi 7,5.4,Yes,No,69990
ASUS,TUF Gaming F15 FX507ZC,AMD,Ryzen 7 8845HS,4,8,16,3.8,5.1,NVIDIA,GeForce RTX 5070,8,32,DDR5,5600,SSD,1024,13.3,1920x1200,60,IPS,No,Windows 11 Home,84,1.32,2023,3,720p,Wi-Fi 6E,5.3,Yes,No,187990
Gigabyte,Aorus 15 BSF,Intel,Core i7-13620H,13,10,16,2.4,4.9,NVIDIA,GeForce RTX 4070,8,16,LPDDR5,6400,NVMe SSD,512,14.0,2880x1800,120,OLED,No,Windows 11 Home,75,2.41,2023,1,720p,Wi-Fi 5,5.0,Yes,No,155990
Infinix,Zero Book Ultra,Intel,Core i5-13450HX,13,10,16,2.4,4.6,Intel,Arc Graphics,0,24,DDR5,4800,SSD,512,15.6,1920x1080,144,IPS,No,Windows 11 Home,63,1.66,2022,1,1080p,Wi-Fi 5,5.0,Yes,No,86990
Microsoft,Surface Laptop 5 13.5,Intel,Core i5-1335U,13,10,12,1.3,4.6,Intel,Arc Graphics,0,32,DDR5,5600,NVMe SSD,4096,14.0,2880x1800,120,OLED,No,Windows 11 Home,98,1.17,2023,1,720p,Wi-Fi 6,5.2,Yes,No,159990
Lenovo,IdeaPad Slim 5 16IRL8,Intel,Core Ultra 9 185H,1,16,22,2.3,5.1,Intel,UHD Graphics,0,64,DDR5,5600,NVMe SSD,1024,13.3,1920x1200,60,IPS,Yes,Windows 11 Home,69,1.08,2025,3,720p,Wi-Fi 6E,5.3,Yes,No,210990
HP,ProBook 440 G9,Intel,Core i3-1215U,12,6,8,1.2,4.4,Intel,Arc Graphics,0,16,DDR5,4800,SSD,256,14.0,2880x1800,120,OLED,No,Windows 11 Home,68,2.13,2023,1,1080p,Wi-Fi 6,5.2,Yes,No,58990
Huawei,MateBook D15 2023,AMD,Ryzen 7 7840HS,4,8,16,3.8,5.1,NVIDIA,GeForce RTX 4070,8,16,DDR5,4800,NVMe SSD,4096,14.0,2880x1800,90,OLED,Yes,Windows 11 Pro,97,2.47,2024,2,1080p,Wi-Fi 6E,5.3,Yes,No,201990
HP,255 G9,AMD,Ryzen 7 7840HS,4,8,16,3.8,5.1,AMD,Radeon 610M,0,32,DDR5,5600,SSD,1024,14.0,2880x1800,120,OLED,Yes,Windows 11 Home,60,2.0,2025,1,1080p,Wi-Fi 6E,5.3,Yes,No,131990
ASUS,Vivobook 16 X1605VA,Intel,Core Ultra 9 185H,1,16,22,2.3,5.1,Intel,UHD Graphics,0,24,DDR5,4800,NVMe SSD,512,16.0,1920x1200,60,IPS,Yes,Windows 11 Home,79,2.61,2025,1,1080p,Wi-Fi 6E,5.3,No,Yes,139990
LG,Gram SuperSlim 15,Intel,Core i7-13620H,13,10,16,2.4,4.9,NVIDIA,GeForce MX550,2,16,DDR4,3200,NVMe SSD,2048,16.0,2560x1600,120,IPS,Yes,Windows 11 Pro,82,2.48,2022,1,720p,Wi-Fi 6E,5.3,Yes,No,114990
ASUS,ROG Strix G16 G614JV,AMD,Ryzen 9 7940HS,4,8,16,4.0,5.2,NVIDIA,GeForce RTX 4070,8,32,LPDDR5X,6400,NVMe SSD,2048,14.0,1920x1200,60,IPS,No,Windows 11 Home,85,1.49,2024,1,1080p,Wi-Fi 7,5.4,Yes,No,201990
Razer,Blade 14 2023,AMD,Ryzen 5 8640HS,4,6,12,3.5,4.9,NVIDIA,GeForce MX550,2,32,LPDDR5X,7467,SSD,1024,15.6,1920x1080,60,IPS,No,Windows 11 Home,69,2.06,2023,2,720p,Wi-Fi 6,5.2,Yes,Yes,128990
ASUS,Zenbook 14X OLED UX3404VA,Qualcomm,Snapdragon X Elite X1E-80-100,1,12,12,3.4,4.0,Qualcomm,Adreno X1-45,0,64,DDR5,5600,SSD,1024,16.0,2560x1600,165,IPS,Yes,Windows 11 Home,84,2.73,2023,1,720p,Wi-Fi 6,5.2,Yes,No,212990
Infinix,InBook X2 Slim,AMD,Ryzen 5 7535HS,3,6,12,3.3,4.55,NVIDIA,GeForce RTX 3050,6,8,DDR4,3200,NVMe SSD,2048,14.0,2880x1800,90,OLED,Yes,Windows 11 Home,75,2.28,2022,2,1080p,Wi-Fi 6,5.2,Yes,Yes,104990
MSI,Raider GE78 HX 13VH,Intel,Core i7-13700H,13,14,20,2.4,5.0,NVIDIA,GeForce RTX 5050,8,24,DDR5,4800,NVMe SSD,512,13.6,2560x1664,60,IPS,No,Windows 11 Home,72,1.72,2023,3,1080p,Wi-Fi 6,5.2,Yes,No,137990
Lenovo,ThinkPad L14 Gen 4,AMD,Ryzen 9 7940HS,4,8,16,4.0,5.2,AMD,Radeon 760M,0,8,DDR4,3200,NVMe SSD,2048,13.3,1920x1200,60,IPS,No,Windows 11 Home,90,1.3,2023,1,720p,Wi-Fi 6,5.2,Yes,No,97990
LG,Gram SuperSlim 15,AMD,Ryzen 5 7520U,3,4,8,2.8,4.3,AMD,Radeon 760M,0,16,LPDDR5,5200,SSD,512,13.6,2560x1664,60,IPS,Yes,Windows 11 Pro,96,1.03,2024,1,1080p,Wi-Fi 6E,5.3,Yes,No,63990
Acer,Aspire 5 A515-57,Qualcomm,Snapdragon X Plus X1P-64-100,1,10,10,3.4,3.4,Qualcomm,Adreno X1-85,0,32,LPDDR5X,6400,SSD,1024,17.3,1920x1080,144,IPS,Yes,Windows 11 Home,70,2.22,2022,1,1080p,Wi-Fi 6,5.2,Yes,No,116990
Acer,Nitro V 16 ANV16-71,Intel,Core i7-13700H,13,14,20,2.4,5.0,NVIDIA,GeForce MX550,2,8,DDR4,3200,SSD,2048,15.6,1920x1080,60,IPS,No,Windows 11 Home,69,2.48,2024,3,1080p,Wi-Fi 7,5.4,Yes,No,98990
LG,Gram SuperSlim 15,Intel,Core i9-13900H,13,14,20,1.9,5.4,Intel,UHD Graphics,0,32,LPDDR5X,6400,SSD,2048,13.3,1920x1200,60,IPS,No,Windows 11 Home,68,1.14,2025,1,720p,Wi-Fi 6E,5.3,Yes,No,157990
Acer,Nitro 5 AN515-58,Intel,Core i7-13700H,13,14,20,2.4,5.0,NVIDIA,GeForce RTX 5060,8,16,DDR5,5200,NVMe SSD,512,16.0,2560x1600,165,IPS,No,Windows 11 Home,62,3.03,2025,1,720p,Wi-Fi 7,5.4,Yes,No,159990
Samsung,Galaxy Book3 Pro 14,Intel,Core Ultra 9 185H,1,16,22,2.3,5.1,Intel,UHD Graphics,0,16,DDR4,3200,NVMe SSD,4096,13.6,2560x1664,60,IPS,Yes,Windows 11 Home,61,1.1,2025,1,1080p,Wi-Fi 7,5.4,Yes,Yes,163990
Dell,XPS 15 9530,AMD,Ryzen 7 7735HS,3,8,16,3.2,4.75,AMD,Radeon 780M,0,64,DDR5,5600,SSD,512,13.3,1920x1200,60,IPS,No,Windows 11 Home,42,1.08,2025,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,160990
Acer,Nitro V ANV15-41,AMD,Ryzen 9 7940HS,4,8,16,4.0,5.2,NVIDIA,GeForce RTX 5070,8,16,DDR5,4800,SSD,2048,17.3,1920x1080,144,IPS,No,Windows 11 Pro,74,2.03,2023,2,1080p,Wi-Fi 6,5.2,Yes,Yes,202990
Samsung,Galaxy Book4 360,Intel,Core i3-1315U,13,6,8,1.2,4.5,Intel,Iris Xe Graphics,0,32,LPDDR5X,7467,NVMe SSD,2048,15.6,1920x1080,60,IPS,Yes,Windows 11 Home,51,1.47,2025,1,1080p,Wi-Fi 6E,5.3,Yes,No,107990
Lenovo,Legion 5 15ARH7,AMD,Ryzen 5 7535HS,3,6,12,3.3,4.55,NVIDIA,GeForce RTX 2050,4,16,DDR4,3200,SSD,256,15.6,2560x1440,165,IPS,No,Windows 11 Pro,79,2.32,2024,1,1080p,Wi-Fi 6E,5.3,Yes,No,85990
MSI,Vector GP68 HX 13VG,AMD,Ryzen 7 7730U,3,8,16,2.0,4.5,AMD,Radeon 610M,0,16,DDR4,3200,SSD,1024,16.0,1920x1200,60,IPS,Yes,Windows 11 Home,74,2.3,2023,1,1080p,Wi-Fi 6,5.2,No,Yes,85990
Huawei,MateBook 14 2023,Qualcomm,Snapdragon X Elite X1E-80-100,1,12,12,3.4,4.0,Qualcomm,Adreno X1-85,0,32,LPDDR5X,6400,SSD,512,14.0,2880x1800,90,OLED,Yes,Windows 11 Home,80,2.09,2025,3,1080p,Wi-Fi 6E,5.3,Yes,Yes,143990
Apple,MacBook Air M2 15,Apple,M2,2,8,8,3.49,3.49,Apple,Apple M2 8-core,0,16,LPDDR5,6400,SSD,512,15.3,2880x1864,60,IPS,No,macOS Sonoma,77,1.47,2025,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,103732
Dell,G16 7630,AMD,Ryzen 5 8640HS,4,6,12,3.5,4.9,NVIDIA,GeForce MX550,2,24,DDR5,4800,SSD,512,15.6,1920x1080,60,IPS,No,Windows 11 Home,88,1.66,2024,1,1080p,Wi-Fi 7,5.4,Yes,No,96990
Huawei,MateBook X Pro 2023,Intel,Core i7-13620H,13,10,16,2.4,4.9,Intel,UHD Graphics,0,24,DDR5,4800,NVMe SSD,2048,15.6,1920x1080,60,IPS,No,Windows 11 Home,83,1.59,2024,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,109990
Lenovo,LOQ 15ARP9,Intel,Core i7-13620H,13,10,16,2.4,4.9,NVIDIA,GeForce RTX 5070,8,32,LPDDR5X,7467,SSD,1024,15.6,2560x1440,165,IPS,No,Windows 11 Home,59,2.12,2023,2,1080p,Wi-Fi 6E,5.3,Yes,Yes,191990
Dell,Latitude 5440,Intel,Core i3-1315U,13,6,8,1.2,4.5,Intel,Arc Graphics,0,32,LPDDR5X,6400,SSD,1024,16.0,2880x1800,120,OLED,No,Windows 11 Home,96,2.53,2025,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,101990
ASUS,Vivobook 15 X1504VA,AMD,Ryzen 5 7530U,3,6,12,2.0,4.5,AMD,Radeon 740M,0,32,LPDDR5X,6400,NVMe SSD,512,17.3,1920x1080,144,IPS,Yes,Windows 11 Pro,91,2.57,2024,1,1080p,Wi-Fi 7,5.4,No,Yes,105990
Infinix,InBook X2 Slim,AMD,Ryzen 5 8640HS,4,6,12,3.5,4.9,AMD,Radeon 760M,0,16,LPDDR5,5200,SSD,2048,14.0,1920x1200,60,IPS,No,Windows 11 Home,89,1.36,2025,2,720p,Wi-Fi 6E,5.3,Yes,Yes,81990
ASUS,Vivobook S14 S3407CA,Intel,Core i9-13900H,13,14,20,1.9,5.4,NVIDIA,GeForce RTX 4050,6,24,DDR5,4800,SSD,256,14.0,2880x1800,90,OLED,No,Windows 11 Home,51,1.86,2024,3,1080p,Wi-Fi 6E,5.3,No,No,155990
Gigabyte,Aorus 15 BSF,Intel,Core i7-13700H,13,14,20,2.4,5.0,NVIDIA,GeForce RTX 2050,4,16,DDR5,4800,NVMe SSD,512,16.0,1920x1200,60,IPS,No,Windows 11 Home,60,2.78,2023,2,1080p,Wi-Fi 6,5.2,Yes,Yes,111990
HP,Pavilion 14-ec1000AU,Intel,Core i9-13900H,13,14,20,1.9,5.4,Intel,UHD Graphics,0,8,DDR5,4800,SSD,2048,13.6,2560x1664,60,IPS,No,Windows 11 Home,65,1.43,2025,1,1080p,Wi-Fi 6E,5.3,No,Yes,106990
Gigabyte,G5 KF,Intel,Core i5-13420H,13,8,12,2.1,4.6,Intel,UHD Graphics,0,32,LPDDR5X,7467,SSD,1024,13.6,2560x1664,60,IPS,No,Windows 11 Home,69,1.17,2024,1,1080p,Wi-Fi 6E,5.3,No,Yes,93990
Samsung,Galaxy Book3 Pro 360,Intel,Core i5-1335U,13,10,12,1.3,4.6,Intel,Iris Xe Graphics,0,32,LPDDR5X,7467,SSD,1024,15.6,2560x1440,165,IPS,Yes,Windows 11 Home,64,2.03,2024,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,115990
Microsoft,Surface Laptop 5 15,Intel,Core i5-13420H,13,8,12,2.1,4.6,Intel,UHD Graphics,0,16,DDR4,3200,NVMe SSD,1024,14.0,2880x1800,120,OLED,No,Windows 11 Home,92,2.42,2022,1,1080p,Wi-Fi 6,5.2,Yes,Yes,93990
HP,Spectre x360 14-ef0000TU,Intel,Core Ultra 5 125H,1,14,18,1.2,4.5,Intel,UHD Graphics,0,32,LPDDR5X,6400,NVMe SSD,512,14.0,1920x1200,60,IPS,Yes,Windows 11 Home,48,1.34,2024,1,1080p,Wi-Fi 7,5.4,No,Yes,114990
LG,Gram 14 2023,Qualcomm,Snapdragon X Elite X1E-80-100,1,12,12,3.4,4.0,Qualcomm,Adreno X1-85,0,32,DDR5,5600,NVMe SSD,4096,17.3,1920x1080,144,IPS,Yes,Windows 11 Home,81,2.75,2024,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,186990
Acer,Nitro 5 AN515-58,AMD,Ryzen 9 7940HS,4,8,16,4.0,5.2,NVIDIA,GeForce RTX 2050,4,16,DDR4,3200,SSD,512,16.0,1920x1200,60,IPS,No,Windows 11 Home,60,2.75,2025,2,720p,Wi-Fi 6E,5.3,Yes,No,118990
Huawei,MateBook 14 2023,AMD,Ryzen 5 7530U,3,6,12,2.0,4.5,AMD,Radeon 760M,0,16,DDR4,3200,SSD,2048,16.0,2560x1600,120,IPS,No,Windows 11 Home,87,2.47,2024,1,1080p,Wi-Fi 6E,5.3,Yes,No,80990
Razer,Blade 14 2023,AMD,Ryzen 9 7940HS,4,8,16,4.0,5.2,NVIDIA,GeForce RTX 5050,8,16,LPDDR5,6400,SSD,2048,17.3,1920x1080,144,IPS,No,Windows 11 Home,59,2.05,2023,1,720p,Wi-Fi 7,5.4,Yes,Yes,191990
MSI,Modern 14 C12M,Intel,Core i3-1215U,12,6,8,1.2,4.4,Intel,UHD Graphics,0,16,DDR5,5200,SSD,256,16.0,2560x1600,120,IPS,Yes,Windows 11 Home,73,1.85,2025,1,1080p,Wi-Fi 6E,5.3,Yes,No,56990
Dell,Latitude 7440,Intel,Core Ultra 9 185H,1,16,22,2.3,5.1,Intel,Iris Xe Graphics,0,32,LPDDR5X,6400,SSD,1024,14.0,2880x1800,90,OLED,No,Windows 11 Home,93,1.8,2024,2,720p,Wi-Fi 7,5.4,Yes,Yes,160990
Infinix,Zero Book Ultra,Intel,Core i9-13900H,13,14,20,1.9,5.4,Intel,Arc Graphics,0,32,DDR5,5600,SSD,1024,17.3,1920x1080,144,IPS,No,Windows 11 Home,83,1.73,2024,3,720p,Wi-Fi 6E,5.3,Yes,Yes,135990
Apple,MacBook Air M1 13,Apple,M2,2,8,8,3.49,3.49,Apple,Apple M2 10-core,0,16,LPDDR5,6400,NVMe SSD,4096,13.6,2560x1664,60,IPS,No,macOS Sonoma,100,1.41,2022,3,1080p,Wi-Fi 6,5.2,Yes,Yes,229433
Lenovo,LOQ 15IRX9,AMD,Ryzen 5 8640HS,4,6,12,3.5,4.9,NVIDIA,GeForce MX550,2,32,LPDDR5X,6400,NVMe SSD,1024,14.0,2880x1800,90,OLED,No,Windows 11 Home,58,2.78,2022,1,720p,Wi-Fi 5,5.0,Yes,No,120990
Microsoft,Surface Laptop 5 13.5,Intel,Core i5-13450HX,13,10,16,2.4,4.6,Intel,Arc Graphics,0,16,LPDDR5,5200,NVMe SSD,1024,15.6,1920x1080,60,IPS,No,Windows 11 Home,59,1.7,2023,3,1080p,Wi-Fi 5,5.0,Yes,Yes,89990
HP,Omen 16-wd0000TX,Intel,Core i7-13700H,13,14,20,2.4,5.0,NVIDIA,GeForce RTX 3050,6,16,DDR5,4800,SSD,2048,17.3,1920x1080,144,IPS,No,Windows 11 Home,67,2.67,2024,1,720p,Wi-Fi 7,5.4,Yes,No,135990
Dell,G15 5530,AMD,Ryzen 7 7735HS,3,8,16,3.2,4.75,NVIDIA,GeForce RTX 5050,8,32,DDR5,5600,NVMe SSD,512,14.0,1920x1200,60,IPS,No,Windows 11 Home,60,2.55,2023,1,1080p,Wi-Fi 6E,5.3,Yes,No,143990
HP,Spectre x360 14-ef0000TU,Intel,Core Ultra 7 155H,1,16,22,1.4,4.8,NVIDIA,GeForce RTX 4070,8,8,DDR5,4800,SSD,1024,14.0,2880x1800,90,OLED,Yes,Windows 11 Pro,44,1.37,2024,2,1080p,Wi-Fi 7,5.4,Yes,No,171990
ASUS,ROG Zephyrus G14 GA402XY,Intel,Core i7-13620H,13,10,16,2.4,4.9,NVIDIA,GeForce RTX 4050,6,64,DDR5,5600,SSD,2048,15.6,1920x1080,144,IPS,No,Windows 11 Home,78,2.61,2025,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,225990
Apple,MacBook Air M2 15,Apple,M3,3,8,8,4.05,4.05,Apple,Apple M3 8-core,0,8,LPDDR5,6400,SSD,256,15.3,2880x1864,60,IPS,No,macOS Sequoia,90,1.35,2024,2,720p,Wi-Fi 7,5.4,Yes,Yes,41181
Lenovo,ThinkPad X1 Carbon Gen 11,Intel,Core i3-1315U,13,6,8,1.2,4.5,Intel,Iris Xe Graphics,0,16,LPDDR5,5200,NVMe SSD,2048,14.0,2880x1800,120,OLED,Yes,Windows 11 Pro,98,1.2,2025,2,1080p,Wi-Fi 6E,5.3,Yes,Yes,88990
Acer,Swift Go 14 SFG14-41,Intel,Core i3-1215U,12,6,8,1.2,4.4,Intel,Arc Graphics,0,32,LPDDR5X,7467,NVMe SSD,1024,16.0,2880x1800,120,OLED,Yes,Windows 11 Home,91,2.55,2024,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,105990
LG,Gram SuperSlim 15,Intel,Core i5-13420H,13,8,12,2.1,4.6,NVIDIA,GeForce RTX 4050,6,16,DDR5,5200,SSD,256,13.6,2560x1664,60,IPS,No,Windows 11 Home,59,1.16,2025,1,1080p,Wi-Fi 7,5.4,Yes,No,101990
HP,EliteBook 840 G9,Intel,Core i3-1215U,12,6,8,1.2,4.4,Intel,Iris Xe Graphics,0,16,LPDDR5,5200,NVMe SSD,2048,14.0,2880x1800,120,OLED,No,Windows 11 Home,96,1.51,2024,2,1080p,Wi-Fi 6E,5.3,Yes,Yes,83990
MSI,Vector GP68 HX 13VG,Intel,Core i3-1215U,12,6,8,1.2,4.4,Intel,UHD Graphics,0,16,DDR5,5200,SSD,1024,15.6,2560x1440,165,IPS,No,Windows 11 Home,80,2.17,2024,1,1080p,Wi-Fi 7,5.4,No,No,63990
Gigabyte,G5 KF,Intel,Core Ultra 7 155H,1,16,22,1.4,4.8,Intel,Iris Xe Graphics,0,64,DDR5,5600,NVMe SSD,2048,13.6,2560x1664,60,IPS,No,Windows 11 Home,88,1.24,2025,1,1080p,Wi-Fi 6E,5.3,Yes,No,184990
Huawei,MateBook 14 2023,AMD,Ryzen 7 7735HS,3,8,16,3.2,4.75,AMD,Radeon 780M,0,64,DDR5,5600,NVMe SSD,4096,15.6,1920x1080,144,IPS,No,Windows 11 Home,63,2.35,2025,3,720p,Wi-Fi 6E,5.3,Yes,No,209990
HP,255 G9,Intel,Core i7-1260P,12,12,16,1.5,4.7,NVIDIA,GeForce RTX 4080,12,16,DDR4,3200,NVMe SSD,2048,14.0,1920x1200,60,IPS,No,Windows 11 Home,69,1.89,2024,3,1080p,Wi-Fi 6E,5.3,Yes,Yes,207990
HP,Victus 15-fa1327TX,Intel,Core i5-13450HX,13,10,16,2.4,4.6,NVIDIA,GeForce RTX 3050,6,16,LPDDR5,5200,NVMe SSD,1024,16.0,2560x1600,120,IPS,No,Windows 11 Home,67,2.63,2022,1,1080p,Wi-Fi 6,5.2,Yes,No,102990
Microsoft,Surface Laptop Go 3,Intel,Core i5-1235U,12,10,12,1.3,4.4,Intel,Iris Xe Graphics,0,32,DDR5,5600,NVMe SSD,512,15.6,1920x1080,60,IPS,No,Windows 11 Home,99,2.13,2024,1,720p,Wi-Fi 7,5.4,No,No,92990
Lenovo,IdeaPad Slim 5 14IRL8,Intel,Core i5-1335U,13,10,12,1.3,4.6,Intel,UHD Graphics,0,32,LPDDR5X,6400,SSD,1024,16.0,1920x1200,60,IPS,No,Windows 11 Home,81,2.41,2023,2,1080p,Wi-Fi 6,5.2,Yes,Yes,99990
Samsung,Galaxy Book4 Pro 14,Intel,Core i5-1335U,13,10,12,1.3,4.6,NVIDIA,GeForce MX550,2,32,LPDDR5X,6400,NVMe SSD,2048,16.0,2560x1600,120,IPS,No,Windows 11 Home,82,1.72,2024,3,720p,Wi-Fi 7,5.4,Yes,Yes,127990
Infinix,Zero Book Ultra,Intel,Core i9-13900H,13,14,20,1.9,5.4,Intel,UHD Graphics,0,32,DDR5,5600,NVMe SSD,2048,16.0,2560x1600,165,IPS,No,Windows 11 Home,78,1.76,2025,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,155990
Acer,Aspire Go 14,Intel,Core Ultra 7 155H,1,16,22,1.4,4.8,Intel,UHD Graphics,0,8,DDR4,3200,SSD,512,16.0,2560x1600,120,IPS,Yes,Windows 11 Pro,78,2.12,2022,2,720p,Wi-Fi 6,5.2,No,No,86990
Huawei,MateBook 14 2023,Intel,Core Ultra 5 125H,1,14,18,1.2,4.5,Intel,UHD Graphics,0,24,DDR5,4800,NVMe SSD,1024,17.3,1920x1080,144,IPS,No,Windows 11 Home,75,1.72,2022,1,1080p,Wi-Fi 6,5.2,Yes,Yes,107990
Razer,Blade 16 2024,AMD,Ryzen 9 7940HS,4,8,16,4.0,5.2,NVIDIA,GeForce RTX 5050,8,24,DDR5,4800,SSD,2048,15.6,1920x1080,60,IPS,No,Windows 11 Home,54,2.76,2023,1,1080p,Wi-Fi 5,5.0,Yes,Yes,179990
ASUS,ExpertBook P1 P1503CVA,Intel,Core i7-13700H,13,14,20,2.4,5.0,Intel,Iris Xe Graphics,0,16,LPDDR5,6400,SSD,256,16.0,2880x1800,120,OLED,No,Windows 11 Home,70,2.79,2024,2,1080p,Wi-Fi 6E,5.3,Yes,No,101990
Gigabyte,Aorus 15 BSF,AMD,Ryzen 9 7940HS,4,8,16,4.0,5.2,NVIDIA,GeForce RTX 4090,16,32,LPDDR5X,6400,NVMe SSD,1024,14.0,2880x1800,120,OLED,No,Windows 11 Home,86,2.77,2023,1,1080p,Wi-Fi 6,5.2,Yes,No,307990
Razer,Blade 14 2023,Intel,Core i5-13450HX,13,10,16,2.4,4.6,NVIDIA,GeForce RTX 3050,6,8,DDR4,3200,NVMe SSD,4096,13.6,2560x1664,60,IPS,No,Windows 11 Home,69,1.33,2023,3,720p,Wi-Fi 6E,5.3,Yes,Yes,145990
Samsung,Galaxy Book4 Pro 14,AMD,Ryzen 7 8845HS,4,8,16,3.8,5.1,AMD,Radeon 760M,0,16,LPDDR5,5200,NVMe SSD,1024,16.0,2880x1800,120,OLED,Yes,Windows 11 Home,86,2.57,2024,1,720p,Wi-Fi 6E,5.3,Yes,No,127990
Infinix,InBook X2 Slim,Intel,Core Ultra 5 125H,1,14,18,1.2,4.5,Intel,UHD Graphics,0,16,DDR5,5200,SSD,1024,13.6,2560x1664,60,IPS,No,Windows 11 Home,86,1.03,2024,2,1080p,Wi-Fi 6E,5.3,No,No,78990
Apple,MacBook Air M2 15,Apple,M3,3,8,8,4.05,4.05,Apple,Apple M3 8-core,0,16,LPDDR5,6400,SSD,512,15.3,2880x1864,60,IPS,No,macOS Sequoia,54,1.3,2022,1,1080p,Wi-Fi 6,5.2,Yes,Yes,123200
MSI,Modern 15 B12M,Intel,Core i7-1260P,12,12,16,1.5,4.7,Intel,Arc Graphics,0,32,LPDDR5X,6400,SSD,2048,15.6,1920x1080,144,IPS,Yes,Windows 11 Home,59,1.53,2022,1,1080p,Wi-Fi 5,5.0,No,Yes,138990
Samsung,Galaxy Book3 Pro 360,Qualcomm,Snapdragon X Plus X1P-64-100,1,10,10,3.4,3.4,Qualcomm,Adreno X1-85,0,16,LPDDR5,6400,SSD,512,16.0,2880x1800,120,OLED,Yes,Windows 11 Home,89,1.98,2024,2,720p,Wi-Fi 6E,5.3,No,Yes,106990
Infinix,InBook X2 Slim,AMD,Ryzen 9 7940HS,4,8,16,4.0,5.2,AMD,Radeon 740M,0,8,DDR4,3200,NVMe SSD,1024,14.0,2880x1800,120,OLED,No,Windows 11 Home,96,2.17,2024,1,720p,Wi-Fi 6E,5.3,Yes,Yes,100990
LG,Gram 16 2023,AMD,Ryzen 9 7940HS,4,8,16,4.0,5.2,AMD,Radeon 760M,0,16,LPDDR5,6400,NVMe SSD,512,13.6,2560x1664,60,IPS,No,Windows 11 Home,85,1.05,2025,3,720p,Wi-Fi 6E,5.3,Yes,Yes,103990
LG,Gram SuperSlim 15,AMD,Ryzen 5 7535HS,3,6,12,3.3,4.55,AMD,Radeon 780M,0,24,DDR5,4800,NVMe SSD,2048,16.0,2880x1800,120,OLED,No,Windows 11 Home,83,1.99,2024,3,1080p,Wi-Fi 7,5.4,Yes,No,121990
Infinix,Zero Book Ultra,Intel,Core i5-13450HX,13,10,16,2.4,4.6,Intel,Iris Xe Graphics,0,16,LPDDR5,5200,SSD,1024,16.0,2880x1800,120,OLED,Yes,Windows 11 Pro,89,2.04,2024,1,720p,Wi-Fi 6E,5.3,Yes,No,92990
Acer,Predator Triton Neo 16,Intel,Core i5-13450HX,13,10,16,2.4,4.6,NVIDIA,GeForce RTX 4050,6,64,DDR5,5600,SSD,1024,16.0,2560x1600,120,IPS,No,Windows 11 Home,58,2.86,2023,1,720p,Wi-Fi 5,5.0,Yes,No,202990
HP,Omen Transcend 14-fb0000TX,Intel,Core i7-13700H,13,14,20,2.4,5.0,NVIDIA,GeForce RTX 5050,8,64,DDR5,5600,SSD,2048,17.3,1920x1080,144,IPS,No,Windows 11 Home,56,2.16,2025,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,239990
LG,Gram 16 2023,AMD,Ryzen 5 7520U,3,4,8,2.8,4.3,AMD,Radeon 740M,0,16,LPDDR5,5200,SSD,1024,15.6,2560x1440,165,IPS,Yes,Windows 11 Home,97,2.25,2024,1,1080p,Wi-Fi 7,5.4,Yes,Yes,71990
Lenovo,V14 G3,Intel,Core i5-1335U,13,10,12,1.3,4.6,Intel,Arc Graphics,0,16,LPDDR5,6400,SSD,1024,16.0,2880x1800,120,OLED,No,Windows 11 Home,86,2.29,2022,1,720p,Wi-Fi 6,5.2,Yes,Yes,86990
Samsung,Galaxy Book4 360,AMD,Ryzen 3 7320U,3,4,8,2.4,4.1,AMD,Radeon 760M,0,32,LPDDR5X,6400,SSD,1024,14.0,1920x1200,60,IPS,Yes,Windows 11 Home,82,2.52,2023,1,1080p,Wi-Fi 6,5.2,Yes,Yes,89990
